s600036,s600519,s600900,s601088,s601288,s601398,s601628,s601857,s601988,s300750
3.2600224748583453,1.6704750209028396,0.5755691143719955,1.090468092103201,0.784582685446281,0.8493562353466323,2.381021345086387,1.369579326504835,0.8688968747418258,1.488492585177866
1.6704750209028396,2.782480517931358,0.37254787476530815,0.4831332209193122,0.1716861393366202,0.2566771259949463,1.5992678203732877,0.435671695615427,0.2408850987477154,2.0394306420964567
0.5755691143719955,0.37254787476530815,1.3401848659494253,0.9641730845751305,0.5445232564702194,0.5451194717939393,0.5780556223807732,0.8866779611640543,0.5476788365433646,-0.02155376301859982
1.090468092103201,0.4831332209193122,0.9641730845751305,3.4443166544364003,0.8006460443035622,0.8006307226475157,0.7969910011999239,2.2033420232364396,0.8997471372891042,-0.11740754027525425
0.784582685446281,0.1716861393366202,0.5445232564702194,0.8006460443035622,1.245151219059276,1.0163186830209179,0.7312774399007125,0.98811611812562,1.123017340352579,-0.2790292927574237
0.8493562353466323,0.2566771259949463,0.5451194717939393,0.8006307226475157,1.0163186830209179,1.099984505911124,0.7540661287400777,0.9096162739809251,1.0463157670379784,-0.17577173309303698
2.381021345086387,1.5992678203732877,0.5780556223807732,0.7969910011999239,0.7312774399007125,0.7540661287400777,4.611117262144353,1.3078594694380923,0.7764277209189704,1.9742103134520752
1.369579326504835,0.435671695615427,0.8866779611640543,2.2033420232364396,0.98811611812562,0.9096162739809251,1.3078594694380923,4.041502846344979,1.0226188981744466,0.08682501119870784
0.8688968747418258,0.2408850987477154,0.5476788365433646,0.8997471372891042,1.123017340352579,1.0463157670379784,0.7764277209189704,1.0226188981744466,1.3676269144177071,-0.1638975181241758
1.488492585177866,2.0394306420964567,-0.02155376301859982,-0.11740754027525425,-0.2790292927574237,-0.17577173309303698,1.9742103134520752,0.08682501119870784,-0.1638975181241758,7.338867016652361
